"","sample","GPCR signaling (GO_0007186)","serotonin GPCR signaling (GO_0098664)","GPCR signaling, coupled to cyclic nucleotide second messenger (GO_0007187)","neuropeptide signaling (GO_0007218)","adenosine GPCR signaling (GO_0001973)","AC-inhibiting GPCR signaling (GO_0007193)","PLC-activating GPCR signaling (GO_0007200)","AC-activating GPCR signaling (GO_0007189)","amylin GPCR signaling (GO_0097647)","AC-modulating GPCR signaling (GO_0007188)","AC-inhibiting serotonin GPCR signaling (GO_0007198)","angiotensin-activated signaling (GO_0038166)","regulation of GPCR signaling (GO_0008277)","AC-activating dopamine GPCR signaling (GO_0007191)","somatostatin signaling (GO_0038170)","sphingosine-1-phosphate GPCR signaling (GO_0003376)","thrombin-activated GPCR signaling (GO_0070493)","neg. reg. of GPCR signaling (GO_0045744)","leukotriene signaling (GO_0061737)","PKC-activating GPCR signaling (GO_0007205)","pos. reg. of GPCR signaling (GO_0045745)","tachykinin GPCR signaling (GO_0007217)","AC-inhibiting acetylcholine GPCR signaling (GO_0007197)","adrenergic GPCR signaling (GO_0071875)","AC-activating adrenergic GPCR signaling (GO_0071880)","NA (GO_0051482)","regulation of rhodopsin mediated signaling (GO_0022400)","acetylcholine GPCR signaling (GO_0007213)","AC-inhibiting glutamate GPCR signaling (GO_0007196)","glutamate GPCR signaling (GO_0007216)","PLC-activating dopamine GPCR signaling (GO_0060158)","endothelin GPCR signaling (GO_0086100)","AC-inhibiting dopamine GPCR signaling (GO_0007195)","neg. reg. of AC-activating GPCR signaling (GO_0106072)","opioid GPCR signaling (GO_0038003)","pos. reg. of mitotic nuclear division (GO_0045840)","pos. reg. of mitotic cell cycle spindle assembly checkpoint (GO_0090267)","pos. reg. of spindle assembly (GO_1905832)","pos. reg. of mitotic metaphase/anaphase transition (GO_0045842)","pos. reg. of maintenance of mitotic sister chromatid cohesion (GO_0034184)","pos. reg. of G1/S transition of mitotic cell cycle (GO_1900087)","pos. reg. of cytokinesis (GO_0032467)","pos. reg. of G0 to G1 transition (GO_0070318)","pos. reg. of G2/M transition of mitotic cell cycle (GO_0010971)","pos. reg. of meiotic nuclear division (GO_0045836)","pos. reg. of nuclear cell cycle DNA replication (GO_0010571)","pos. reg. of cell cycle G1/S phase transition (GO_1902808)","mitotic G2/M transition checkpoint (GO_0044818)","neg. reg. of meiotic nuclear division (GO_0045835)","neg. reg. of centrosome duplication (GO_0010826)","mitotic spindle assembly checkpoint signaling (GO_0007094)","neg. reg. of mitotic nuclear division (GO_0045839)","mitotic intra-S DNA damage checkpoint signaling (GO_0031573)","neg. reg. of G0 to G1 transition (GO_0070317)","DNA damage checkpoint signaling (GO_0000077)","neg. reg. of G1/S transition of mitotic cell cycle (GO_2000134)","regulation of DNA damage checkpoint (GO_2000001)","mitotic G2 DNA damage checkpoint signaling (GO_0007095)","neg. reg. of G2/M transition of mitotic cell cycle (GO_0010972)","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO_0006977)","mitotic DNA replication checkpoint signaling (GO_0033314)","DNA replication checkpoint signaling (GO_0000076)","neg. reg. of cytokinesis (GO_0032466)","neg. reg. of cell cycle G1/S phase transition (GO_1902807)","mitotic G1 DNA damage checkpoint signaling (GO_0031571)","mitotic cell cycle checkpoint signaling (GO_0007093)","neg. reg. of centriole replication (GO_0046600)","regulation of mitotic cell cycle spindle assembly checkpoint (GO_0090266)"
"GSM2138496","GSM2138496",0.113133701572196,0.061820755253117,0.03425997401388,0.206725984894053,-0.0567513733158337,0.206134389559195,0.185930517216712,0.0414081733047237,0.436651680372713,0.0649586185873961,-0.369979026635333,0.435732525442572,0.120797967037252,0.613025953953776,-0.125435106428107,0.080726567873306,-0.222655964258952,-0.292752335660592,0.118241742582096,0.0697515729867632,0.508571872119005,-0.0759209635474703,0.310032639692626,-0.462476254355043,-0.103720330608209,0.172430241321389,0.132660079549084,0.0939530907335508,1.03664009268066,0.683405071907133,0.201636416870569,-0.146316231747206,0.122741098394067,1.69853788557697,1.02610665943134,0.00975347582240666,0.648453159772715,-0.436503764438785,-0.423986505856023,-0.316295444677226,-0.287635540527594,0.0440917156086099,-0.502189338653287,0.0790785667136299,-0.121036060299933,-0.0824694241377847,-0.333550413274231,-0.136757939865254,0.386606422193342,-0.32466852759624,0.337144106906151,0.340273006581825,-0.026179524716137,0.051251043049312,0.0195650646507382,-0.171811578717214,0.172186853501265,-0.0305520446416596,0.787352404477229,-0.0928015155180386,0.153187665886611,0.0905352358034245,0.299072329082173,0.422657453057527,-0.159095380471907,0.167595315791014,0.149408626474915,-0.451151083333824
"GSM2138499","GSM2138499",0.240824069112851,0.441245938181862,0.239034487742966,0.463242491994012,0.296764141256112,0.357176971578925,0.243479880105395,0.0877359949167732,0.453469639388411,0.0685272832928319,-0.286648861587417,-0.768366626390062,0.0433893718370949,0.00197000656191837,0.392629837692896,0.0606461256193518,0.263946012523847,-0.0277367113077013,0.305837728430197,0.128838114221985,0.0877645834510554,0.403752119024493,0.611395273878558,0.387869673208801,0.427674315050603,0.191245932258155,-0.511900969695376,0.106227490361971,0.546608008971495,0.408725192896349,-0.626278973986876,-0.219536908084692,-0.31970087961253,1.22057748603462,0.582310903042118,0.287808704196113,0.192317578189739,-0.159608602551035,-0.440584877473422,-0.165541460723746,-0.0726747374784558,-0.182908872681775,-0.714882781773923,-0.138353042026758,0.775136139989083,0.148927323678176,-0.180326457901484,-0.303674288106077,0.605540260078807,-0.683706868066099,-0.0986276274863528,-0.0236250768008455,-0.00874896770313914,-0.116923283800114,-0.222250842715305,-0.0428232143272147,-0.603775651326953,-0.0688510235891909,0.185102086815604,0.65090596622478,-0.290237138122917,-0.405976821301055,-0.1840379129689,-0.342171459010347,-0.207560848589025,-0.524660055600288,-0.620625710262546,0.0312640652082039
"GSM2138500","GSM2138500",0.355024262852001,0.785172989122444,0.639935632063667,0.339107815712387,0.430594437711785,0.270721033127209,0.677646510517466,0.52669846003325,0.357118487424375,0.44652013018031,-0.0144786358816842,-0.255699704995174,0.489408939050733,0.193498762780042,0.0517700597975895,0.125477174450006,0.51575986084889,0.261739394318617,0.237872370550761,0.546656392230797,0.441916925124648,0.384753993739635,0.54784523573282,0.125526950832139,0.459765505557542,0.548034640188562,0.380433853622815,0.48111058543521,1.05753666842216,0.714699982986696,1.67630683729488,0.206441494420331,0.486162507381153,1.00948535701395,1.46791717661248,0.381846379656801,-0.253713255316761,-0.0353829740538417,-0.131989689667874,0.43016813202044,-0.258831778299914,-0.0634262511280293,-0.352766692003909,-0.434149817899871,0.192561491346165,-0.346590002892657,-0.391275761995142,0.155609329224905,-0.130881864455415,-0.406063483287745,-0.32121886846027,0.321639157868564,-0.284697971233008,0.0512501461869726,-0.0163559557069414,0.0637929652905966,-0.876666734600658,-0.164926098893348,-0.224105029834517,0.364904014206386,-0.826634448060642,-0.749341713624089,-0.429077997562046,0.115110315791794,-0.564328681491899,-0.329739983702451,0.0833121440928122,-0.102217800887257
"GSM2138501","GSM2138501",0.34722980787312,0.167874994166324,0.599155683038279,0.42463195216581,0.0907944768495802,0.486478832914359,0.623333328592054,0.30711178227369,0.454970306982831,0.368617076649226,0.110788689419308,0.170453884404295,0.34485522632572,-0.444390662253568,2.47283405931326,0.419546937119802,0.675908666271131,0.266581925512227,0.384715129764033,0.170249807998504,0.459556467610359,0.547717978668171,0.622693356245886,0.0180929143616577,0.618238410161821,0.557310094201737,0.599099976797552,0.323382023956149,0.593945069962608,0.31247723245163,0.239013554094376,0.105650297178264,0.80885500871607,0.33876309487284,0.363710133853103,0.577789927153974,0.364622490466084,0.104321107423594,0.0867134046207349,0.775063084609392,-0.0700869374495487,0.107297131287977,0.288310086391092,0.062879811493961,0.348540236513615,0.117396763550665,-0.421520977354441,0.0272536183164876,0.414207151089538,-0.411181625764217,0.17473621930523,0.110179963080066,0.274941107129852,-0.122301875796503,0.129219697427574,0.33335650346398,-0.125339129649542,0.0616444875814528,-0.114010702399991,0.0101158627808256,-0.146043170079171,0.382093640267511,-0.367368199774184,0.469988250154197,-0.347034264065574,0.356955199991638,-0.0734970951681277,0.779691187870907
"GSM2138502","GSM2138502",0.0923777154243539,-0.0427709560902689,0.00775430504705184,-0.15039233209832,0.73192176835051,0.288324314656248,0.110982043767411,-0.106612850387378,-0.234518536840706,0.142299443717921,-0.132468317434204,-0.129836535799157,0.0437515388768304,-0.00611532881651288,-0.700412885504414,0.0636052222382018,0.0269103761190415,0.254385324786932,-0.401494620376726,0.210418708560135,0.502796318548204,0.422964101056259,0.134666231865753,0.473491375976412,0.417985798556498,0.0634943166808609,-0.102709844455741,0.482082175312034,0.0979573542276947,0.166913265584512,0.267149367079185,0.39011855979458,0.104995256229017,0.272944202003927,-0.029896472254507,0.304553550430847,-0.38535267395549,0.934991855712384,-0.124716564176028,-0.174434955659914,0.535935666827445,0.477875947268841,1.11384496468087,0.0291743235913435,-0.0455449629926788,0.316676782927465,0.0035260325809505,0.178290620901663,0.3993414734203,-0.122755479962828,-0.0457929819275205,0.244615455720152,-0.319061291475022,0.100312088910901,-0.000832836212782029,0.253277155557914,0.256871573848938,0.0134573696320962,0.0751134873785174,-0.0814131136367639,0.039300156782427,-0.511514207040345,-0.212594081953244,0.338308092465554,0.568342870809923,0.109012863880721,0.489574282121763,0.443573484292194
"GSM2138503","GSM2138503",0.00131279714527499,0.161152486769391,-0.111823374374701,-0.165614664368534,-0.0398909057068402,0.0744363196930263,-0.120926700280738,-0.0169097543471284,0.320325910598234,0.135695835906132,-0.510517607319955,0.141440255951262,-0.0330137590877893,-0.0152292850307974,-0.832605539008614,0.0901688260698065,-0.388399449293408,-0.0856730378890872,-0.382142880275319,0.0240551810573081,0.191012566941852,0.0907207570348964,0.204469524824099,-0.064359246322395,-0.0959420639914991,0.0182185072655547,-0.358362843378133,0.477589274614215,0.451071753321252,0.196048661496333,0.704752494657841,0.475762508887873,0.565236512768948,0.395402537816423,0.275223647852145,0.0515483741130865,0.080607179819665,0.26617437767695,-0.597967582861901,-0.761530238320376,0.28802226606642,0.109426292493506,-0.156621731177452,-0.0805513643014443,-0.331689362358763,-0.0118507381033442,-0.0931419307555487,-0.167441303798677,0.439099777712885,-0.536950188959163,0.148552022193778,-0.0825236508604725,-0.437786176117936,0.210949905357439,0.027011031796279,-0.0873322341885143,-0.0963100204248633,-0.225438401547306,-0.00910766891212842,-0.262085179697287,-0.00966769494496949,-0.515215693250851,0.27520414755508,0.29469556884092,0.106728958558101,0.376643505186359,-0.17518378088673,-0.394623248782847
"GSM2138504","GSM2138504",0.309777842975455,0.477138297993561,0.424284371756955,0.235233622295134,0.309559415442039,0.196453217633616,0.622054031147957,0.267738015608128,0.258776449484218,0.634676541485315,0.0160678950350754,0.0786350521155333,0.200592001166016,0.028643539687254,-0.222235264429426,0.261887241151101,0.930095428459433,0.553973410093106,0.558786466491572,0.261296513977082,-0.0107019943619568,0.648827599877336,0.56058015778791,1.08175320895455,0.816484537417996,0.30826404523851,0.14652468335586,0.246515608818883,0.365613398711401,0.514654863674627,0.123856272383555,0.348674762654368,0.985317509745862,0.76958472441285,-0.248279492600351,0.286384925454726,-1.09577855613564,-0.28933316254602,-1.0585087102865,-0.26285842093749,-0.0244990988937723,-0.438094608753065,-0.104662769305087,-0.70537064925342,0.313110616880689,-0.175563904669179,-0.456328549650369,-0.625601581214145,0.00993431067411817,-1.62045726994095,-1.11612332926265,-0.470690047083815,-0.349312902938541,0.442180336515376,-0.39361795363304,0.436249179982256,-0.359083644811306,-0.251429164690932,-0.304379814606193,-0.109504996517482,-0.0715222760638663,-1.47078244440998,-0.184198657545144,-0.932471599076003,0.338164339777554,-1.30175912871266,-0.702465015174277,-0.48502600583632
"GSM2138505","GSM2138505",-0.141174839145346,-0.437319140364869,-0.506286979855116,-0.178018787756609,-0.18430220157319,-0.189893189738748,-0.232198189031181,-0.128470568364753,0.0214460793549147,-0.237780276717743,0.0143464722038196,-0.603997660939988,-0.263721031332125,-0.171643071401937,-0.647954247115943,-0.117318107337583,-0.269717493693118,0.189625441057164,-0.168049626187561,-0.34560425928592,0.170221210109318,-0.049958081065174,-0.849631110092089,-0.594967196697453,-0.233458488298404,-0.113036984451801,-0.485053385180418,-0.253597886214772,-0.257303515260912,-0.364334456587678,-0.443004428594256,-0.0609495625657667,-1.30026350850512,-0.786024503076728,-0.668858629797354,-0.0248721725543934,-0.536543242558663,-1.23674323316538,-0.0847852436526553,-0.612180272433777,-0.2960673445686,-0.353894648480794,0.170680535509977,-0.336889724465874,-0.357366789289019,-0.553231410574995,0.0766923801125583,-0.409267383603901,-0.180302744237905,-0.279518922622368,-0.299257859055088,-0.123129353224833,-0.0548883781827486,0.189928098154976,-0.126948241847978,-0.0197097818839445,-0.00442793856922999,-0.0161999941044649,0.264997932522897,0.339350280319506,-0.11812326955843,0.141466402998376,-0.557920111835554,0.00275309630737851,-0.211210096640426,-0.169129573659188,-0.275876682924235,-0.556774636450168
"GSM2138506","GSM2138506",-0.135635282333313,-0.174377727545857,-0.422753776504935,-0.42010839445362,-0.736974936011187,-0.232507114206064,-0.391820180933139,-0.269689271698223,-0.32417009789759,0.106404206687656,-0.564028575390617,0.116260131735038,0.136428023650435,0.198728173731687,-0.744436420230999,-0.658500912769843,-0.338232230787899,0.295507180851769,-0.209708486410709,-0.0298401214738126,-0.206531721656501,-0.510608845383557,0.106052618695816,-0.127215289736303,0.0286016781916885,-0.511313269343057,-0.377767855123105,0.00464603084617661,-0.465574694108006,-0.553971306532695,-0.19339391442011,-0.18249373758235,-0.273813089417318,-0.665172443255972,-0.12828014073721,-0.414483283277252,-0.0736872102977937,-0.53443593968264,0.351472958787406,0.951065503063069,0.104269659300092,0.299395714188309,-0.367668845300751,0.500607828745443,-0.290922044481275,-0.315427006452575,0.224224272116974,-0.924019453591196,-0.583857779126173,-0.229734978270769,0.181368938158981,-0.139153198750003,0.0194973306829007,-0.167461585999213,0.298971117037383,0.221323933895434,0.562887976104319,0.386234616490881,-0.125292629022488,-0.132406216929451,0.598039135083212,0.474469463268922,-0.240945369296281,-0.62462493893899,0.902836893213724,-0.307573873863016,-0.25795366266156,-0.482958884893885
"GSM2138507","GSM2138507",-0.203792956904983,-0.204771914808384,-0.276786468957244,-0.27745821540853,-0.0631736163401676,-0.195108106081401,-0.425306116943743,-0.0951275726948621,-0.417781724743175,-0.405374354601988,-0.0997136097247018,0.103989317006853,-0.257621223356413,0.0626135163778268,-0.556227356593501,-0.294991353064802,-0.319399307764023,-0.665746908679039,-0.515746844051816,-0.347824320958673,-0.152648922098293,-0.714558411629718,0.24940679501241,-0.335788843061714,0.0532648688424442,-0.271422705036077,-0.470828258395305,-0.0320942873940661,-0.389680311165691,-0.176244193790986,-0.158570903291799,-0.0664466614483784,-0.0317113613252215,-0.350151106175571,0.1567339880513,-0.244921952382988,0.700618289677625,-0.0226035189844254,0.424963312302252,0.155437955422603,0.0898352101874568,0.133069285809316,0.017060089702545,-0.105408419555101,-0.817478633680423,0.45710576597961,0.0694224322978758,0.340297655741564,0.0708623097282102,0.369009378229456,0.191864295959432,-0.126008899914741,0.411723464461986,0.402407244966508,-0.0816916654488478,-0.0719688756974073,0.828635677132822,0.0951780198523434,0.0615849282748384,-0.421809330930904,0.381771374785485,0.570762357544398,0.545277818294968,-0.125146036527359,-0.257040863442497,0.173614825240166,0.388787081607277,0.087108999205141
"GSM2138508","GSM2138508",-0.113292205139302,0.232410919469907,0.0791704702094402,-0.176329916686802,0.449994114536502,-0.126595490483209,-0.0792645725879693,0.0127972054036156,0.240012177891315,-0.220337520442197,-0.385751785918759,0.330554399458078,0.0240801575341478,0.152736460165653,-0.418181531028911,-0.23382363345727,-0.0990910046983998,-0.041707274870768,-0.266395543861436,-0.116070682521259,-0.285263481140483,-0.172887729488248,0.438202421092155,-0.14570906827167,-0.100867750666502,-0.432427497398466,-0.367895138946163,0.388779457309999,-0.352387478756676,-0.278755032589461,0.0220441490217964,-0.182747236372927,1.1102685607428,0.397975572988976,0.197433675390722,-0.423585979418268,-0.481487786047251,0.299975427310812,-0.218409268995483,-0.414620984810186,-0.0202520004250414,-0.0257516191513101,-0.389598498265454,0.297820667931117,-0.40421082926931,0.28837705159927,0.0587714162465787,-0.0354282905849137,-0.0798438295284207,0.530120054159519,0.289523819068767,0.543723327459046,0.123406655505055,0.65225120733442,-0.199422701242391,-0.0357393553821593,0.0967657366043882,0.171725101036674,-0.348055159705859,0.176644129111244,0.144830813071365,0.383917727581905,0.110093364640626,0.368750761609857,-0.19122280637762,0.145262251528862,0.51834416379941,0.0418451805806902
"GSM2138509","GSM2138509",-0.139186805657769,-0.239093017413697,-0.238601975810413,-0.0949259770470664,-0.52299958930975,-0.305618229083504,-0.428820366128761,-0.117048430389136,-0.578541424268203,-0.370327220024164,-0.240165012172785,-0.27212631220444,-0.310991924443392,-0.186475693367367,-0.528295326185319,-0.240416964527146,-0.1824944083187,-0.592052459935382,-0.177942826905087,-0.375031107292436,-0.184639557847827,-0.448408023921747,-0.0808045857275075,-0.506519641086301,-0.132861537977471,-0.146152332241042,-0.137639192777728,-0.306080801497384,-0.374695426254467,-0.0666755908572595,0.0310414723760154,-0.0302831780324417,-0.840816295683885,-0.063833061684026,0.0859839899132744,-0.317492800483648,0.617340163653319,0.356990144292516,0.378728715282076,0.347345275583718,0.263132033409935,0.116432575338253,0.666233644288305,-0.135372303378588,-0.933749673858497,0.564351182029418,0.0679739053168147,0.465815278445714,0.0933122433877518,0.883161073356134,0.233026963063322,-0.16603351616075,0.266744169903293,0.603219399715523,0.0508704301076379,0.00757798051595801,0.34651591022975,0.112418425904345,-0.171989735571282,-0.429846371939942,0.245130847217722,0.313932370041726,0.124757963419978,0.154352359818645,-0.183228628524196,0.206091472858562,0.267435971680169,0.193438157260304
"GSM2138513","GSM2138513",-0.111826882968425,-0.34103441557385,-0.396108499866517,-0.303292223488686,0.518531752200033,-0.343875196945845,-0.151444641165949,-0.123079767948436,-0.320430827406202,-0.340177819931955,-0.245992501604165,-0.428625556234936,-0.155066065674654,0.0347783056896439,-0.641329444080255,-0.0041424175941084,0.00237512724844609,0.502079716992343,0.0810946636038872,0.162116350979334,-0.334002539388383,-0.260436987340007,-0.314029340719116,-0.153988709799425,-0.139656381330829,-0.171868200777708,-0.258359047301793,-0.0685746617512139,0.168534291738793,-0.21378483529948,-0.137677727452561,0.0522932637013037,-0.0322467751686093,-0.450201546465108,-0.328604118603826,-0.280590780136387,-0.520051073436853,-0.288768475269025,-0.073668887045734,-0.288360707878906,0.522926202866555,-0.259256776226752,0.86347770456441,-0.0443629244026567,-0.494792465072607,-0.0834244348915149,0.0730091432778287,-0.214864013965478,0.355781102125448,0.127762099670263,0.0318385515915677,-0.1049880540706,-0.116695775710442,-0.158119423896351,0.257315562344752,0.268751973440304,0.0565496569485905,0.0795599196690221,-0.482058956443551,0.42251358097165,-0.213861550469563,-0.085442568341976,0.166481190341064,-0.76383037593632,0.606467657662212,0.104427435965716,-0.333643123480605,-0.199476613049905
"GSM2138514","GSM2138514",-0.0205278899030743,-0.0153736393148575,0.234589418547544,0.433085295522531,-0.113882996865661,0.272924641614072,0.439878413224646,0.0604860642595836,-0.0791183124549058,-0.184116420288095,0.369601122052211,-0.0531500322764475,0.211280182068065,-0.320198901157238,0.694875147350636,-0.125491282316897,0.0448206946531668,-0.143906892035639,0.372855979474886,-0.137428857387302,0.131511184796185,0.45947751507812,0.482282461157267,-0.276041505190584,-0.157573456583776,-0.170358002490161,0.295964295962559,-0.00296160696334816,1.43149501235685,0.717569189058362,-0.224318697704372,-0.191779810062675,0.087566102135245,0.349452734920132,0.403014111695391,0.197473765368097,-0.433475471093031,-0.686940749423317,-0.699703673965041,-0.703763715018676,-0.667128838559086,-0.541992458692856,-0.0482150201442742,-0.307298292516865,0.0750237706931285,0.0299046857387174,0.0326085991166248,-0.477375366332136,-0.03865277239278,-0.0577320972244376,-0.485800161621907,-0.100509906764906,-0.216736861293971,-0.20214266331853,-0.0886083869703222,-0.275975287579043,-1.00090226286804,0.00697591022917454,-0.118078412880696,0.141174403057977,-0.357612136845273,0.0179489307507065,0.381122148767717,-0.153436770558045,-0.410795599959843,-0.86803577429466,0.0119441444450251,-0.281962586680348
"GSM2138515","GSM2138515",-0.167735100778675,-0.316127585815662,-0.261257430618196,-0.227023341922696,0.303323446752092,-0.238225687410978,-0.31567540291245,-0.163164168293474,0.59847430936312,-0.126094872021465,-0.373543112018675,-0.278591403195493,-0.089010752024367,0.486136999757723,-0.785266310924299,-0.221471514478813,-0.643175303893419,-0.286328755781346,-0.65382891690042,-0.118171048103718,-0.372145278738227,-0.193490186810453,-0.388583037546717,0.09941065785121,0.137062723522059,-0.3463108150351,0.135457743601076,-0.00288240754557487,-0.546042979873342,-0.207904613890299,-0.252518723876169,-0.250441221035522,-0.129652788116397,0.516506928445303,-0.0432105231759304,-0.461000271176566,0.0304055866602948,0.190799644798765,0.522548205942309,0.772665296222229,-0.131971582395782,0.384211696797488,0.151565052371714,0.367915129851582,0.589274015851715,-0.160543592232596,0.321313832340901,-0.0274069986697857,0.0389632280811712,0.696192129510694,0.351276205202425,-0.299958789435027,-0.0759286964451218,-0.287439236825566,0.215944977925541,-0.125422335190131,0.41844254254555,0.0173682565863569,-0.0171741642762166,-0.191620280548598,0.317433250132103,0.29407139777813,0.127033463433842,-0.446929404466208,0.176250303139446,0.210181197765636,0.252162914705213,-0.260045629490527
"GSM2138516","GSM2138516",0.0778605744997524,0.26250333509806,0.420196605271704,0.336142013553839,0.0540872292371517,-0.0274783030831063,0.370809451844971,0.1594155611424,0.624923459218999,-0.056968108786863,-0.0610194788956704,0.149110128576884,-0.0924823501804496,0.182410001899766,0.477865900505381,0.104326791740292,-0.198207463191817,-0.211682259320163,0.151693155600804,-0.10085189599536,0.123950753335629,0.486626388450317,0.500089381395429,0.259033853496494,0.0187287181847111,0.129254267037032,0.874641273152641,-0.0194255886313181,0.357792353768491,0.300263201427005,-0.534592314420201,-0.433570105711124,-0.0944180723118569,0.744074638008937,0.420186190872505,-0.0406782634041487,-0.189490580429489,-0.0341881726184644,0.0474212838601182,0.13925806234305,-0.419145755694286,-0.115260547696397,-0.177389427620201,-0.00600261753230309,0.581315330292692,-0.0687379826825828,-0.0363902040042956,0.283061100001524,-0.206562582167315,0.448282796711507,-0.277512428190281,-0.0381104267837456,0.153576513592717,-0.921389753764532,-0.172345771563995,-0.304694965340121,-0.6959802855807,-0.205927479789056,0.168429423666899,0.17270449788923,0.223043172297631,0.438298510882637,0.137144212579981,-0.41004824745921,-0.228276869840656,-0.483821813424678,0.0343414293682701,0.0228816967957337
"GSM2138520","GSM2138520",-0.2056628479813,-0.257431425732083,-0.243775697720548,-0.202484770065327,-0.511841262391697,-0.240130688405937,-0.596111822538798,0.0757135487234796,-0.627810323274014,0.0280538036125105,0.196669890593895,-0.0149001012770522,-0.0455573639119506,1.02596017802407,-0.8028712485672,0.0101944734206084,-0.492141431041577,-0.211884413616703,-0.345414410713678,-0.213048215909767,-0.0093894831962504,0.0567383681856505,-0.493866483038936,-0.130414565633496,-0.215611732483367,-0.378333716670124,0.0603485177802941,-0.0129156007580428,-0.0924657810810699,0.0950971663383299,0.230725043927216,-0.0659906561783606,-0.351538882826862,-0.1665137695889,-0.199303805680674,-0.415460083343642,0.070227847746561,-0.0930942029863724,0.468050818983521,0.199575551847519,0.125625379362853,0.205887867694495,-0.151181235427913,0.242855630092902,-0.573172128098924,0.0469592619746571,0.231720102829958,-0.221753011057859,-0.238338411178052,-0.47751807469406,0.128384212918546,-0.289266149450481,-0.163390680193234,0.148256156712214,0.0541388046122984,-0.0623671143185376,-0.416415656449535,0.00250997072685636,-0.287345546488998,-0.221518913009877,0.313778969365686,-0.146715178867135,-0.350350450428741,-0.181267154575265,0.228743448124037,0.179265731589776,0.469998503507954,-0.532685108623213
"GSM2138521","GSM2138521",-0.0979752708070228,-0.234605085631462,-0.0164070077493337,0.0024511519452354,-0.387077392907226,-0.210236116424899,-0.0929862401280714,-0.0102287326677661,0.452228472675957,-0.331975939972936,-0.211512858426088,-0.168940683692954,0.00859539700435641,-0.0421148002845407,0.134544824602681,-0.0766127162773545,0.0230807254712349,-0.248616383915758,0.759263707485955,-0.280452088531246,-0.19610768636266,-0.509256896047711,-0.0997866865156782,-0.341625736476056,-0.439698547379129,-0.143039331166489,-0.0515627048017913,-0.317214846660594,-0.251051266150625,-0.145403073288805,-0.689837813709221,-0.249104790643268,-0.426715474165999,0.197782424824905,0.520080922142152,-0.288631927334945,0.444747846259216,0.259955401785896,0.365355446558328,0.401886388667854,-0.106132225558632,-0.264480503600636,-0.604941034135872,0.0240962583370119,0.994495098904355,-0.036522543725654,-0.0436852759643147,0.551127339028454,-0.42012921695386,0.56747008926426,0.373472808381825,-0.183861206852299,0.303574850632712,0.22313889427256,0.27682259140218,-0.0146063079585926,0.0244503070999475,0.292911325624344,-0.024917835143811,-0.0573498931306116,0.624075470650806,0.343040625422577,-0.470408993897644,0.349810806158188,0.125742699783385,0.117898713521523,0.102124780992284,-0.257316710599318
"GSM2138524","GSM2138524",0.17286299842827,-0.064705563459638,0.175785428528591,0.310412757617703,0.539134216567028,-0.0409061775254849,0.651612481938279,0.0944768305918836,0.293010398275913,-0.119374298452256,0.316406777401433,-0.182961183403197,-0.0750868286588838,-0.193608203243106,-0.00616775630882599,0.329635506144885,0.426028340010606,-0.139012515745471,0.319845037326868,0.282548758574296,0.391121038369044,1.10174452286143,0.224656940633279,-0.0433916056028615,-0.0853221764905513,0.0800322116756611,0.580248753894505,-0.251435132457641,-0.100256410337121,0.0501991101122072,-0.350573127099965,0.0384012626107579,0.0332115614323948,0.218141936033518,0.398150309638363,-0.0904323580968236,-0.383098426417346,-0.205448775185675,-0.0245728456723627,-0.765420790968951,-0.0586533166609451,-0.193145321492333,0.15244862063234,-0.171357660423082,1.44814373511561,-0.583349498170774,0.0293389834583452,0.475507421245806,-0.040098789548471,0.0659503083424587,-0.359393786718932,0.38169120297557,0.311924949531195,-0.156103153783632,-0.118353334364854,-0.182814704762049,-0.667547043021113,-0.299434265327059,-0.31658881027668,0.148510213184813,-0.743963706742809,-0.35988743186792,-0.029911418709544,0.425345604260764,-0.214097949408615,-0.306614802125883,0.0111641123459206,-0.293329002827761
"GSM2138525","GSM2138525",0.145875617278943,0.0576211525951698,0.191421574440903,0.473611407595776,-0.34536890187003,-0.109650750210378,0.138144087807175,0.235361672704137,1.14465305554699,-0.175827139603873,0.428421120031751,-0.0544927987864804,0.094608962071371,-0.308297702867783,0.135137661575109,0.309268608354597,0.503907763507827,0.0972712216428602,0.696003689507692,0.225557353087404,0.398551783385215,-0.217388126434442,0.299781485398049,0.0158768333099924,0.130717915294685,0.00679051853563268,1.06393582806724,-0.187249105262839,-0.155415810507274,0.0653674599985367,-0.255081826058259,-0.0595085831925674,-0.377101612810422,0.824826802617319,0.589647154900962,-0.0308352867360597,-0.971464181200392,-0.545526305257338,-0.00319994988363151,-0.929754973809514,-0.168522065678698,-0.44250454613769,-0.893757462928861,-0.610407422490797,0.210775076538399,-0.706764912049427,-0.628810521525872,-0.0228997663428196,-0.910960739651238,-0.299068968298218,-1.07217361615977,-0.656954945422192,-0.777900536989512,-0.527739647506265,-0.619526484390734,-0.14895280170782,-0.866272168541922,-0.584841054431125,0.0805866111604714,0.0560478423368347,-1.15505006840902,-0.84464177903485,-0.28907237948705,0.497501815958186,-0.633691751885796,-1.14309675428842,-0.704359505666549,-0.519507160166431
"GSM2138526","GSM2138526",0.0864358659272115,0.208884838201453,0.169262054277683,0.402288160783507,-0.466279315581999,-0.204696105207075,0.141823934624551,0.0528272616411601,0.785584648705267,-0.162548660860449,-0.0809762625990988,0.319143634417083,0.0306779088769079,-0.269808965679413,0.234827072501831,0.341781713537842,0.658879650353164,-0.0156540781921017,1.24792443038015,0.145634503278549,0.372752598627634,-0.510969502921616,0.392356227316823,0.378476725020242,0.0521408797110686,-0.052933499736346,1.05225311248944,-0.482356547112137,0.102857418499452,0.178242884801658,-0.212080043270724,-0.0162348240602256,-0.0774201649290453,0.193862970267315,0.24306027546431,-0.138190531008946,-0.883315248968167,-0.386729976622504,0.323475456427254,-0.90057759934684,-0.444875425648871,-0.350090686479228,-0.781306691749356,-0.458016499002839,-0.0740524129392395,-0.392591444383489,-0.545653543974238,0.0697871098715227,-0.801735645842127,-0.461942250484639,-0.873015382046099,-0.893733077576472,-0.572792138536471,-0.407838472741975,-0.618365106657858,-0.163185782718422,-0.180941858703782,-0.378143532199416,0.0937329671090557,-0.149726992456212,-1.16871364790489,-0.988802799151915,-0.172873766651757,0.0532076167903852,-0.190378416383946,-0.860634854244736,0.00475318324949898,-0.359859796683653
"GSM2138528","GSM2138528",-0.299145429072464,-0.248226540633149,-0.223410423212877,-0.381711827577167,-0.831461869294848,-0.386250216596025,-0.479465989388127,-0.123201608562914,-0.405854301861182,-0.130068439225704,0.328119941875819,-0.170722055041876,-0.236662071075048,-0.667789868810421,-0.550182023615322,-0.112392477378122,-1.25418987321033,-0.191271053469966,-0.350607998197413,-0.213104133309986,-0.532870977232748,-0.200802522624299,-0.208726430995272,-0.169508264702877,-0.200017804020914,-0.272303899549489,0.080143190319021,-0.0772834626833986,-0.0869475751723367,0.0991518087513409,-0.729033933793563,-0.241300306010394,-0.646596371511459,-0.193669943636343,-0.428802685651845,-0.38639024718378,-0.232670337075045,0.0525831762615066,0.05269110836546,0.190322974042019,0.204632187390603,-0.175594140288572,-0.0530303696902735,-0.141991474187814,-0.734345590035383,-0.0425170124037862,0.259934958696502,0.245130094978034,0.200241543468834,0.826477740447773,0.097085884485845,-0.44231785560529,-0.223489464186223,-1.01712157055465,0.0637409317808519,-0.0330627121587001,0.974130459657985,-0.079286653832081,-0.993521702883108,0.329614616259224,-0.172841952069056,0.0306987176463288,0.107752876128975,0.295959109709468,0.248263520720311,0.190817736000191,0.42992452620029,-0.201671603719177
